0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
;Durée;;;Emission;;;Taux Fixe;;;;Taux Variable;;;;;;;
;;;(montant nominal;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;
;en MDT);;;;;;;;;;;;;;;;;
De 1 à 30* jours;152,50;9,99;7,49;9,33;;0,00;0,00;0,00;;;;;;;;;;
De 30** à 90* jours;96,50;11,04;8,99;9,61;;0,00;0,00;0,00;;;;;;;;;;
"De 90**  à 180*jours";4,50;9,74;9,74;9,74;;0,00;0,00;0,00;;;;;;;;;;
"De 180** à 360*jours";2,00;9,99;9,49;9,74;;0,00;0,00;0,00;;;;;;;;;;
Au-delà d'1 an;2,00;9,99;9,99;9,99;;0,00;0,00;0,00;;;;;;;;;;
